participant_id,total_words,total_utterances,avg_utterance_length,first_person_ratio,response_rate
303,1965,103,19.07766990291262,0.061068702290076333,0.5392670157068062
304,987,104,9.490384615384615,0.08814589665653495,0.5098039215686274
305,3326,288,11.54861111111111,0.0947083583884546,0.7111111111111111
310,1137,148,7.6824324324324325,0.08619173262972735,0.6166666666666667
312,1204,126,9.555555555555555,0.07641196013289037,0.6
313,751,114,6.587719298245614,0.06790945406125166,0.5876288659793815
315,1369,135,10.14074074074074,0.09130752373995617,0.6026785714285714
316,632,136,4.647058823529412,0.09651898734177215,0.5690376569037657
317,642,112,5.732142857142857,0.059190031152647975,0.5656565656565656
318,698,68,10.264705882352942,0.06303724928366762,0.4927536231884058
319,681,107,6.364485981308412,0.09838472834067548,0.5752688172043011
320,756,159,4.754716981132075,0.12301587301587301,0.5678571428571428
321,917,122,7.516393442622951,0.11777535441657579,0.5236051502145923
322,1567,199,7.874371859296482,0.07849393746011486,0.6791808873720137
324,871,164,5.310975609756097,0.07921928817451206,0.640625
325,1799,94,19.138297872340427,0.09227348526959422,0.5280898876404494
326,511,99,5.161616161616162,0.07632093933463796,0.5
327,784,75,10.453333333333333,0.061224489795918366,0.42857142857142855
328,2028,137,14.802919708029197,0.0670611439842209,0.5756302521008403
330,482,114,4.228070175438597,0.058091286307053944,0.5615763546798029
333,1350,154,8.766233766233766,0.0874074074074074,0.6086956521739131
336,977,138,7.079710144927536,0.0992835209825998,0.575
338,843,63,13.380952380952381,0.12099644128113879,0.45652173913043476
339,1012,138,7.333333333333333,0.0800395256916996,0.592274678111588
340,590,68,8.676470588235293,0.06610169491525424,0.4473684210526316
341,1258,165,7.624242424242424,0.10890302066772654,0.5978260869565217
343,722,127,5.68503937007874,0.10526315789473684,0.5336134453781513
344,1944,169,11.502958579881657,0.08127572016460906,0.6014234875444839
345,1436,103,13.941747572815533,0.10236768802228412,0.5754189944134078
347,441,58,7.603448275862069,0.07029478458049887,0.38926174496644295
348,960,111,8.64864864864865,0.09375,0.5388349514563107
350,1442,125,11.536,0.08876560332871013,0.589622641509434
351,1176,118,9.966101694915254,0.0824829931972789,0.5700483091787439
352,1674,93,18.0,0.08363201911589008,0.6838235294117647
353,1246,116,10.741379310344827,0.07945425361155699,0.5918367346938775
355,1021,101,10.108910891089108,0.07835455435847209,0.5674157303370787
356,1629,165,9.872727272727273,0.06752608962553713,0.6626506024096386
357,404,87,4.64367816091954,0.09653465346534654,0.6904761904761905
358,653,101,6.465346534653466,0.05053598774885146,0.6688741721854304
360,612,42,14.571428571428571,0.10457516339869281,0.5060240963855421
362,782,78,10.025641025641026,0.09846547314578005,0.6046511627906976
363,2171,164,13.237804878048781,0.09212344541685859,0.7130434782608696
364,4112,386,10.652849740932643,0.08025291828793775,0.8160676532769556
366,2548,286,8.909090909090908,0.08987441130298274,0.8033707865168539
368,3524,246,14.325203252032521,0.09108967082860386,0.7834394904458599
369,2240,220,10.181818181818182,0.08794642857142858,0.7638888888888888
370,3086,157,19.656050955414013,0.10596241088788075,0.7370892018779343
371,821,147,5.585034013605442,0.08526187576126674,0.630901287553648
372,2170,328,6.615853658536586,0.08663594470046083,0.7865707434052758
374,2403,268,8.966417910447761,0.077819392426134,0.7952522255192879
375,535,84,6.369047619047619,0.08971962616822429,0.5526315789473685
376,1720,200,8.6,0.08604651162790698,0.7326007326007326
379,2526,225,11.226666666666667,0.07244655581947744,0.6859756097560976
380,3933,368,10.6875,0.08161708619374523,0.8034934497816594
383,2116,224,9.446428571428571,0.0661625708884688,0.7368421052631579
385,167,55,3.036363636363636,0.07784431137724551,0.44
386,2115,186,11.370967741935484,0.06619385342789598,0.6940298507462687
391,598,119,5.025210084033613,0.06856187290969899,0.6102564102564103
392,692,102,6.784313725490196,0.09104046242774566,0.576271186440678
393,722,97,7.443298969072165,0.11634349030470914,0.5987654320987654
397,1712,191,8.963350785340314,0.11214953271028037,0.6821428571428572
400,1198,149,8.04026845637584,0.0709515859766277,0.6422413793103449
401,1193,182,6.554945054945055,0.10058675607711651,0.7
412,875,142,6.161971830985915,0.056,0.6339285714285714
414,1467,207,7.086956521739131,0.09406952965235174,0.7723880597014925
415,1197,136,8.801470588235293,0.0960735171261487,0.6445497630331753
416,1450,164,8.841463414634147,0.08827586206896551,0.656
419,1646,185,8.897297297297298,0.10328068043742406,0.7459677419354839
423,1006,177,5.68361581920904,0.09840954274353876,0.686046511627907
425,1734,198,8.757575757575758,0.0847750865051903,0.7415730337078652
426,1193,225,5.302222222222222,0.09304274937133278,0.7425742574257426
427,1059,211,5.018957345971564,0.11048158640226628,0.7275862068965517
428,980,130,7.538461538461538,0.08673469387755102,0.6046511627906976
429,1178,211,5.5829383886255926,0.07640067911714771,0.6806451612903226
430,1442,155,9.303225806451612,0.09986130374479889,0.670995670995671
433,923,150,6.153333333333333,0.07258938244853738,0.6382978723404256
434,2582,228,11.324561403508772,0.10844306738962045,0.7524752475247525
437,1211,141,8.588652482269504,0.07597027250206441,0.6438356164383562
441,947,174,5.442528735632184,0.0908130939809926,0.651685393258427
443,519,122,4.254098360655738,0.04046242774566474,0.6161616161616161
444,2792,351,7.954415954415954,0.10243553008595989,0.8297872340425532
445,1007,108,9.324074074074074,0.11221449851042702,0.6067415730337079
446,1743,212,8.221698113207546,0.07630522088353414,0.7765567765567766
447,1370,127,10.78740157480315,0.08467153284671533,0.6512820512820513
448,2506,246,10.1869918699187,0.1005586592178771,0.8172757475083057
449,3066,163,18.809815950920246,0.10176125244618395,0.7276785714285714
454,673,125,5.384,0.05646359583952452,0.5434782608695652
455,1072,153,7.006535947712418,0.08861940298507463,0.7116279069767442
456,1633,132,12.371212121212121,0.08144519289650949,0.6346153846153846
457,1371,203,6.753694581280788,0.06418672501823487,0.7302158273381295
459,1204,179,6.726256983240224,0.12541528239202657,0.662962962962963
463,913,119,7.6722689075630255,0.12267250821467689,0.5979899497487438
464,2030,367,5.53133514986376,0.07783251231527094,0.8155555555555556
468,1870,187,10.0,0.057754010695187166,0.7333333333333333
471,1479,151,9.794701986754967,0.09060175794455713,0.6863636363636364
473,337,68,4.955882352941177,0.11275964391691394,0.4444444444444444
474,1745,202,8.638613861386139,0.10257879656160458,0.7087719298245614
475,720,88,8.181818181818182,0.07361111111111111,0.5751633986928104
478,1293,152,8.506578947368421,0.11214230471771075,0.6495726495726496
479,662,151,4.3841059602649,0.07250755287009064,0.6088709677419355
485,705,91,7.747252747252747,0.08226950354609928,0.5449101796407185
486,768,124,6.193548387096774,0.0859375,0.6231155778894473
487,1809,225,8.04,0.05638474295190713,0.7525083612040134
488,1413,138,10.23913043478261,0.10969568294409059,0.6831683168316832
491,1241,146,8.5,0.08783239323126511,0.6320346320346321
302,614,97,6.329896907216495,0.05863192182410423,0.521505376344086
307,2595,186,13.951612903225806,0.07167630057803469,0.6714801444043321
331,1477,121,12.206611570247935,0.09140148950575491,0.5426008968609866
335,1393,169,8.242603550295858,0.10768126346015794,0.6236162361623616
346,2253,292,7.715753424657534,0.11762094984465157,0.7584415584415585
367,3036,307,9.889250814332248,0.09617918313570488,0.8186666666666667
377,2412,232,10.39655172413793,0.08333333333333333,0.6823529411764706
382,1111,157,7.076433121019108,0.06840684068406841,0.6514522821576764
388,459,92,4.989130434782608,0.09586056644880174,0.5476190476190477
389,566,126,4.492063492063492,0.07773851590106007,0.586046511627907
390,1407,267,5.269662921348314,0.07746979388770434,0.7563739376770539
395,1223,133,9.19548872180451,0.07931316434995912,0.6363636363636364
403,1429,118,12.110169491525424,0.08397480755773268,0.6145833333333334
404,1069,197,5.426395939086294,0.07390084190832553,0.718978102189781
406,999,104,9.60576923076923,0.10810810810810811,0.6046511627906976
413,1692,178,9.50561797752809,0.09219858156028368,0.712
417,1205,178,6.769662921348314,0.1045643153526971,0.7355371900826446
418,1634,229,7.135371179039302,0.07466340269277846,0.7532894736842105
420,1085,176,6.1647727272727275,0.0728110599078341,0.654275092936803
422,2411,290,8.313793103448276,0.08129406885109913,0.8055555555555556
436,1401,112,12.508928571428571,0.07494646680942184,0.5863874345549738
439,3010,216,13.935185185185185,0.08372093023255814,0.779783393501805
440,1854,299,6.20066889632107,0.08737864077669903,0.7931034482758621
451,1724,281,6.135231316725979,0.08990719257540604,1.0
458,1297,119,10.899159663865547,0.07710100231303008,1.0
472,900,165,5.454545454545454,0.07666666666666666,0.6846473029045643
477,2789,269,10.368029739776953,0.07565435640014342,0.7842565597667639
482,1887,277,6.812274368231047,0.0794912559618442,0.7914285714285715
483,2259,379,5.96042216358839,0.08145196989818504,0.8133047210300429
484,1377,188,7.324468085106383,0.08278867102396514,0.7121212121212122
489,491,117,4.196581196581197,0.0855397148676171,0.5792079207920792
490,592,97,6.103092783505154,0.052364864864864864,0.5574712643678161
492,1259,220,5.722727272727273,0.0778395552025417,0.7457627118644068
300,352,87,4.045977011494253,0.09943181818181818,0.5
301,1475,104,14.182692307692308,0.0976271186440678,0.574585635359116
306,1585,108,14.675925925925926,0.04668769716088328,0.5070422535211268
308,889,154,5.7727272727272725,0.09336332958380203,0.6875
309,697,94,7.414893617021277,0.09325681492109039,0.5340909090909091
311,643,129,4.984496124031008,0.08242612752721618,0.5707964601769911
314,3308,375,8.821333333333333,0.06983071342200725,0.7961783439490446
323,1342,131,10.244274809160306,0.07675111773472429,0.6009174311926605
329,985,52,18.942307692307693,0.08121827411167512,0.40310077519379844
332,888,152,5.842105263157895,0.06531531531531531,0.6104417670682731
334,1498,134,11.17910447761194,0.09078771695594126,0.5726495726495726
337,4611,334,13.805389221556887,0.08696595098677076,0.755656108597285
349,1483,213,6.962441314553991,0.0930546190155091,0.696078431372549
354,488,82,5.951219512195122,0.06967213114754098,0.4632768361581921
359,2253,164,13.737804878048781,0.06790945406125166,0.6456692913385826
361,1302,75,17.36,0.05837173579109063,0.635593220338983
365,2309,327,7.061162079510703,0.10177566045907319,0.8034398034398035
373,3588,193,18.590673575129532,0.08193979933110368,0.7394636015325671
378,1304,144,9.055555555555555,0.09432515337423313,0.6457399103139013
384,1108,156,7.102564102564102,0.10379061371841156,0.6290322580645161
387,545,89,6.123595505617978,0.07522935779816514,0.5705128205128205
396,1107,135,8.2,0.08491418247515808,0.6398104265402843
399,1140,112,10.178571428571429,0.07719298245614035,0.6187845303867403
405,2480,384,6.458333333333333,0.08991935483870968,0.8421052631578947
407,3148,317,9.930599369085174,0.09529860228716645,0.8521505376344086
408,857,90,9.522222222222222,0.10151691948658109,0.5590062111801242
410,1449,197,7.355329949238579,0.10420979986197378,0.7296296296296296
411,2992,257,11.642023346303501,0.07887700534759358,0.7932098765432098
421,1038,140,7.414285714285715,0.12138728323699421,0.625
424,2489,178,13.98314606741573,0.10968260345520289,0.712
431,865,138,6.268115942028985,0.08323699421965318,0.6106194690265486
432,1263,188,6.718085106382978,0.07442596991290577,0.6787003610108303
435,1017,214,4.752336448598131,0.09537856440511308,0.722972972972973
438,3287,245,13.416326530612245,0.0839671432917554,0.8221476510067114
442,1600,238,6.722689075630252,0.06375,0.7652733118971061
450,2014,280,7.192857142857143,0.10178748758689175,0.7777777777777778
452,583,160,3.64375,0.09777015437392796,0.6837606837606838
461,968,150,6.453333333333333,0.125,0.6302521008403361
462,1991,204,9.759803921568627,0.08437970868910095,0.7555555555555555
465,2674,295,9.064406779661017,0.0893792071802543,0.748730964467005
466,2406,335,7.182089552238806,0.09351620947630923,0.788235294117647
467,1232,245,5.0285714285714285,0.0836038961038961,0.7401812688821753
469,1674,184,9.097826086956522,0.06272401433691756,0.6943396226415094
470,1414,168,8.416666666666666,0.09971711456859972,0.6666666666666666
480,1080,193,5.595854922279793,0.06851851851851852,1.0
481,1996,261,7.647509578544061,0.08166332665330661,0.7521613832853026
